mobile1_id,mobile2_id,date,i_stime,i_etime
40,46,2006-08-20,14:34:58,14:35:14
20,34,2006-08-20,14:34:59,14:34:59
29,41,2006-08-20,14:35:00,14:35:11
30,50,2006-08-20,14:35:00,14:35:26
40,50,2006-08-20,14:35:00,14:35:00
46,50,2006-08-20,14:35:00,14:35:04
45,49,2006-08-20,14:35:03,14:35:03
6,31,2006-08-20,14:35:07,14:35:09
6,33,2006-08-20,14:35:07,14:35:07
6,49,2006-08-20,14:35:07,14:35:15
20,34,2006-08-20,14:35:09,14:35:09
27,41,2006-08-20,14:35:09,14:35:09
29,32,2006-08-20,14:35:11,14:35:11
34,44,2006-08-20,14:35:11,14:35:24
34,45,2006-08-20,14:35:11,14:35:11
34,49,2006-08-20,14:35:11,14:35:11
44,45,2006-08-20,14:35:12,14:35:12
40,50,2006-08-20,14:35:14,14:35:26
34,49,2006-08-20,14:35:15,14:35:35
29,32,2006-08-20,14:35:16,14:35:16
29,41,2006-08-20,14:35:23,14:35:50
30,46,2006-08-20,14:35:24,14:36:02
44,49,2006-08-20,14:35:24,14:35:24
6,44,2006-08-20,14:35:24,14:35:24
31,34,2006-08-20,14:35:25,14:35:25
30,40,2006-08-20,14:35:26,14:35:26
14,34,2006-08-20,14:35:27,14:35:27
33,34,2006-08-20,14:35:27,14:35:27
6,34,2006-08-20,14:35:27,14:35:27
27,29,2006-08-20,14:35:30,14:35:30
27,41,2006-08-20,14:35:34,14:35:34
31,49,2006-08-20,14:35:35,14:35:35
40,46,2006-08-20,14:35:35,14:35:35
46,50,2006-08-20,14:35:35,14:35:52
42,45,2006-08-20,14:35:38,14:35:38
14,31,2006-08-20,14:35:39,14:35:39
14,34,2006-08-20,14:35:39,14:35:39
42,45,2006-08-20,14:35:39,14:35:39
6,14,2006-08-20,14:35:39,14:35:39
40,46,2006-08-20,14:35:41,14:35:41
32,48,2006-08-20,14:35:48,14:35:48
33,34,2006-08-20,14:35:50,14:35:50
14,49,2006-08-20,14:35:52,14:35:52
34,44,2006-08-20,14:35:52,14:35:52
39,46,2006-08-20,14:35:52,14:35:52
6,49,2006-08-20,14:35:52,14:36:08
39,45,2006-08-20,14:35:53,14:35:53
14,33,2006-08-20,14:35:56,14:35:56
14,49,2006-08-20,14:35:56,14:35:56
34,44,2006-08-20,14:35:56,14:36:13
39,45,2006-08-20,14:35:56,14:35:56
6,14,2006-08-20,14:35:56,14:35:56
31,33,2006-08-20,14:36:02,14:36:18
31,49,2006-08-20,14:36:08,14:36:26
32,34,2006-08-20,14:36:08,14:36:08
43,49,2006-08-20,14:36:08,14:36:08
6,14,2006-08-20,14:36:09,14:36:09
31,43,2006-08-20,14:36:12,14:36:12
6,43,2006-08-20,14:36:12,14:36:23
45,46,2006-08-20,14:36:13,14:36:13
30,45,2006-08-20,14:36:16,14:36:16
30,50,2006-08-20,14:36:16,14:36:16
6,42,2006-08-20,14:36:16,14:36:16
32,34,2006-08-20,14:36:19,14:36:19
29,41,2006-08-20,14:36:26,14:36:26
6,14,2006-08-20,14:36:27,14:36:27
6,43,2006-08-20,14:36:27,14:36:27
30,50,2006-08-20,14:36:28,14:36:48
30,45,2006-08-20,14:36:30,14:36:46
33,42,2006-08-20,14:36:30,14:36:30
36,40,2006-08-20,14:36:34,14:36:34
40,50,2006-08-20,14:36:34,14:37:34
30,36,2006-08-20,14:36:36,14:36:36
29,48,2006-08-20,14:36:37,14:36:37
14,49,2006-08-20,14:36:39,14:36:39
42,49,2006-08-20,14:36:39,14:36:39
6,49,2006-08-20,14:36:39,14:36:39
30,46,2006-08-20,14:36:40,14:36:52
14,43,2006-08-20,14:36:42,14:36:42
30,36,2006-08-20,14:36:42,14:37:23
36,50,2006-08-20,14:36:42,14:36:48
37,42,2006-08-20,14:36:44,14:36:45
6,37,2006-08-20,14:36:44,14:36:44
27,41,2006-08-20,14:36:49,14:37:00
32,34,2006-08-20,14:36:50,14:36:50
32,44,2006-08-20,14:36:50,14:36:50
32,44,2006-08-20,14:36:52,14:36:52
45,46,2006-08-20,14:36:52,14:36:52
30,45,2006-08-20,14:36:53,14:36:53
30,46,2006-08-20,14:36:53,14:36:53
30,50,2006-08-20,14:36:53,14:36:53
30,40,2006-08-20,14:36:54,14:37:08
31,33,2006-08-20,14:36:59,14:38:00
32,33,2006-08-20,14:36:59,14:37:11
34,48,2006-08-20,14:36:59,14:36:59
13,39,2006-08-20,14:37:00,14:37:00
13,45,2006-08-20,14:37:00,14:37:17
42,43,2006-08-20,14:37:02,14:37:14
31,32,2006-08-20,14:37:05,14:37:05
31,49,2006-08-20,14:37:05,14:37:05
40,46,2006-08-20,14:37:06,14:37:06
44,49,2006-08-20,14:37:06,14:37:06
46,50,2006-08-20,14:37:06,14:37:06
22,34,2006-08-20,14:37:09,14:37:28
46,50,2006-08-20,14:37:09,14:37:09
31,32,2006-08-20,14:37:10,14:37:10
32,48,2006-08-20,14:37:15,14:37:15
33,48,2006-08-20,14:37:15,14:37:15
30,50,2006-08-20,14:37:22,14:37:52
36,50,2006-08-20,14:37:22,14:37:22
48,49,2006-08-20,14:37:23,14:37:23
27,34,2006-08-20,14:37:24,14:37:24
39,45,2006-08-20,14:37:29,14:37:29
22,29,2006-08-20,14:37:30,14:37:30
6,14,2006-08-20,14:37:32,14:37:32
13,39,2006-08-20,14:37:33,14:37:33
46,50,2006-08-20,14:37:34,14:38:20
29,31,2006-08-20,14:37:35,14:37:35
22,34,2006-08-20,14:37:36,14:37:52
30,46,2006-08-20,14:37:37,14:38:04
40,46,2006-08-20,14:37:37,14:37:37
27,41,2006-08-20,14:37:39,14:37:39
13,45,2006-08-20,14:37:41,14:37:41
22,27,2006-08-20,14:37:43,14:37:43
27,32,2006-08-20,14:37:43,14:37:43
29,32,2006-08-20,14:37:43,14:37:43
29,33,2006-08-20,14:37:43,14:37:43
29,32,2006-08-20,14:37:48,14:37:48
29,33,2006-08-20,14:37:48,14:37:48
13,45,2006-08-20,14:37:49,14:37:49
30,36,2006-08-20,14:37:52,14:37:52
30,40,2006-08-20,14:37:52,14:38:03
6,14,2006-08-20,14:37:54,14:37:54
31,32,2006-08-20,14:37:55,14:37:55
29,49,2006-08-20,14:37:57,14:37:57
32,42,2006-08-20,14:37:57,14:38:38
42,49,2006-08-20,14:37:57,14:38:09
6,14,2006-08-20,14:37:58,14:38:29
32,33,2006-08-20,14:38:00,14:38:14
30,45,2006-08-20,14:38:01,14:38:01
40,45,2006-08-20,14:38:01,14:38:01
40,50,2006-08-20,14:38:02,14:38:02
27,42,2006-08-20,14:38:03,14:38:03
40,45,2006-08-20,14:38:03,14:38:03
40,46,2006-08-20,14:38:03,14:38:03
22,27,2006-08-20,14:38:04,14:38:04
30,45,2006-08-20,14:38:04,14:38:04
36,46,2006-08-20,14:38:05,14:38:05
29,43,2006-08-20,14:38:08,14:38:08
29,37,2006-08-20,14:38:10,14:38:10
31,32,2006-08-20,14:38:14,14:38:26
30,50,2006-08-20,14:38:15,14:38:45
35,50,2006-08-20,14:38:15,14:38:15
45,50,2006-08-20,14:38:15,14:38:15
27,32,2006-08-20,14:38:17,14:38:33
27,34,2006-08-20,14:38:17,14:38:33
27,41,2006-08-20,14:38:17,14:38:33
36,40,2006-08-20,14:38:17,14:38:17
40,50,2006-08-20,14:38:17,14:40:00
22,42,2006-08-20,14:38:19,14:38:19
33,42,2006-08-20,14:38:19,14:38:20
27,42,2006-08-20,14:38:20,14:38:20
40,46,2006-08-20,14:38:20,14:38:20
35,45,2006-08-20,14:38:22,14:38:57
36,50,2006-08-20,14:38:24,14:38:24
31,49,2006-08-20,14:38:25,14:38:25
37,43,2006-08-20,14:38:27,14:38:27
37,43,2006-08-20,14:38:28,14:38:28
36,50,2006-08-20,14:38:31,14:38:43
46,50,2006-08-20,14:38:31,14:38:45
13,44,2006-08-20,14:38:32,14:38:32
14,56,2006-08-20,14:38:33,14:38:33
15,27,2006-08-20,14:38:33,14:38:33
22,27,2006-08-20,14:38:33,14:38:33
27,43,2006-08-20,14:38:33,14:38:33
29,56,2006-08-20,14:38:33,14:38:33
13,45,2006-08-20,14:38:35,14:38:35
44,45,2006-08-20,14:38:35,14:38:35
22,24,2006-08-20,14:38:36,14:39:12
22,31,2006-08-20,14:38:36,14:38:36
22,33,2006-08-20,14:38:36,14:38:36
22,41,2006-08-20,14:38:36,14:38:36
27,31,2006-08-20,14:38:36,14:38:36
27,37,2006-08-20,14:38:36,14:38:59
6,29,2006-08-20,14:38:36,14:38:36
22,34,2006-08-20,14:38:38,14:38:38
24,32,2006-08-20,14:38:38,14:38:38
32,34,2006-08-20,14:38:38,14:38:58
33,34,2006-08-20,14:38:38,14:38:38
20,29,2006-08-20,14:38:39,14:38:39
22,33,2006-08-20,14:38:39,14:38:39
27,33,2006-08-20,14:38:39,14:38:53
33,34,2006-08-20,14:38:39,14:38:53
27,34,2006-08-20,14:38:40,14:38:54
34,42,2006-08-20,14:38:40,14:39:00
22,41,2006-08-20,14:38:42,14:38:42
24,41,2006-08-20,14:38:42,14:38:42
31,43,2006-08-20,14:38:42,14:38:42
32,41,2006-08-20,14:38:42,14:38:42
6,29,2006-08-20,14:38:42,14:38:42
15,31,2006-08-20,14:38:45,14:39:22
30,46,2006-08-20,14:38:45,14:38:58
6,14,2006-08-20,14:38:49,14:38:49
34,49,2006-08-20,14:38:50,14:38:50
22,27,2006-08-20,14:38:53,14:38:53
22,42,2006-08-20,14:38:53,14:40:30
33,49,2006-08-20,14:38:53,14:39:09
27,34,2006-08-20,14:38:55,14:38:55
27,42,2006-08-20,14:38:55,14:39:26
36,40,2006-08-20,14:38:55,14:38:55
36,50,2006-08-20,14:38:55,14:38:55
39,48,2006-08-20,14:38:56,14:38:56
34,37,2006-08-20,14:38:57,14:38:57
39,48,2006-08-20,14:38:57,14:38:57
27,32,2006-08-20,14:38:58,14:39:19
30,40,2006-08-20,14:38:58,14:38:58
30,44,2006-08-20,14:38:58,14:38:58
32,33,2006-08-20,14:38:58,14:38:58
24,37,2006-08-20,14:38:59,14:38:59
27,41,2006-08-20,14:38:59,14:39:33
34,41,2006-08-20,14:38:59,14:39:13
41,42,2006-08-20,14:38:59,14:39:13
41,49,2006-08-20,14:38:59,14:38:59
27,43,2006-08-20,14:39:00,14:39:09
33,43,2006-08-20,14:39:00,14:39:00
34,43,2006-08-20,14:39:00,14:39:00
41,43,2006-08-20,14:39:00,14:39:00
42,43,2006-08-20,14:39:00,14:39:00
42,49,2006-08-20,14:39:00,14:39:29
43,49,2006-08-20,14:39:00,14:39:31
13,45,2006-08-20,14:39:03,14:39:03
1,44,2006-08-20,14:39:04,14:39:17
44,46,2006-08-20,14:39:04,14:39:04
36,40,2006-08-20,14:39:06,14:39:06
24,33,2006-08-20,14:39:09,14:39:12
29,48,2006-08-20,14:39:10,14:39:10
13,35,2006-08-20,14:39:11,14:39:11
13,45,2006-08-20,14:39:11,14:39:11
32,37,2006-08-20,14:39:11,14:39:38
33,34,2006-08-20,14:39:11,14:39:11
33,37,2006-08-20,14:39:11,14:39:45
34,49,2006-08-20,14:39:11,14:39:11
37,41,2006-08-20,14:39:11,14:39:11
37,42,2006-08-20,14:39:11,14:39:29
37,49,2006-08-20,14:39:11,14:39:11
22,32,2006-08-20,14:39:12,14:39:12
32,33,2006-08-20,14:39:12,14:39:12
33,34,2006-08-20,14:39:12,14:39:28
33,42,2006-08-20,14:39:12,14:39:12
6,20,2006-08-20,14:39:12,14:39:12
32,41,2006-08-20,14:39:13,14:39:13
37,41,2006-08-20,14:39:13,14:39:13
22,24,2006-08-20,14:39:14,14:39:26
22,27,2006-08-20,14:39:14,14:39:14
24,27,2006-08-20,14:39:14,14:39:14
27,33,2006-08-20,14:39:14,14:39:28
33,41,2006-08-20,14:39:14,14:39:14
29,45,2006-08-20,14:39:15,14:39:15
30,36,2006-08-20,14:39:15,14:39:15
36,46,2006-08-20,14:39:15,14:39:15
39,45,2006-08-20,14:39:15,14:39:31
31,56,2006-08-20,14:39:17,14:39:17
21,49,2006-08-20,14:39:18,14:39:18
34,49,2006-08-20,14:39:18,14:39:18
1,44,2006-08-20,14:39:19,14:39:19
32,43,2006-08-20,14:39:19,14:39:19
40,46,2006-08-20,14:39:19,14:39:19
15,21,2006-08-20,14:39:22,14:39:22
15,41,2006-08-20,14:39:22,14:39:22
27,34,2006-08-20,14:39:22,14:39:22
32,34,2006-08-20,14:39:22,14:39:22
15,56,2006-08-20,14:39:23,14:39:23
21,56,2006-08-20,14:39:23,14:40:13
40,46,2006-08-20,14:39:24,14:39:24
34,43,2006-08-20,14:39:25,14:39:25
34,49,2006-08-20,14:39:25,14:39:25
24,34,2006-08-20,14:39:26,14:39:26
24,41,2006-08-20,14:39:26,14:39:26
24,43,2006-08-20,14:39:26,14:40:21
24,49,2006-08-20,14:39:26,14:39:26
27,37,2006-08-20,14:39:26,14:39:38
30,50,2006-08-20,14:39:26,14:40:11
34,37,2006-08-20,14:39:26,14:39:26
6,56,2006-08-20,14:39:26,14:40:24
13,29,2006-08-20,14:39:27,14:39:27
29,35,2006-08-20,14:39:27,14:39:27
29,39,2006-08-20,14:39:27,14:39:27
14,56,2006-08-20,14:39:28,14:39:35
33,42,2006-08-20,14:39:28,14:39:28
6,20,2006-08-20,14:39:29,14:39:29
31,32,2006-08-20,14:39:30,14:39:30
6,31,2006-08-20,14:39:30,14:39:30
32,43,2006-08-20,14:39:31,14:39:31
34,43,2006-08-20,14:39:31,14:39:31
35,39,2006-08-20,14:39:31,14:39:31
32,33,2006-08-20,14:39:32,14:39:32
32,34,2006-08-20,14:39:32,14:39:32
32,42,2006-08-20,14:39:32,14:39:41
32,49,2006-08-20,14:39:32,14:39:32
36,50,2006-08-20,14:39:32,14:39:48
27,49,2006-08-20,14:39:33,14:39:33
37,49,2006-08-20,14:39:33,14:40:09
41,49,2006-08-20,14:39:33,14:39:33
42,49,2006-08-20,14:39:33,14:39:33
31,56,2006-08-20,14:39:35,14:39:35
48,51,2006-08-20,14:39:36,14:39:36
27,34,2006-08-20,14:39:37,14:39:37
27,48,2006-08-20,14:39:37,14:39:37
6,14,2006-08-20,14:39:37,14:40:34
6,20,2006-08-20,14:39:37,14:39:37
27,34,2006-08-20,14:39:38,14:39:38
29,44,2006-08-20,14:39:38,14:39:38
30,36,2006-08-20,14:39:38,14:40:31
30,40,2006-08-20,14:39:38,14:40:00
30,46,2006-08-20,14:39:38,14:39:38
32,34,2006-08-20,14:39:38,14:39:38
34,37,2006-08-20,14:39:38,14:39:38
37,41,2006-08-20,14:39:38,14:39:50
13,35,2006-08-20,14:39:40,14:39:52
22,34,2006-08-20,14:39:40,14:39:40
24,27,2006-08-20,14:39:40,14:39:40
24,32,2006-08-20,14:39:40,14:39:40
24,34,2006-08-20,14:39:40,14:39:40
24,42,2006-08-20,14:39:40,14:39:51
33,34,2006-08-20,14:39:40,14:40:55
34,41,2006-08-20,14:39:40,14:39:40
34,49,2006-08-20,14:39:40,14:39:40
51,52,2006-08-20,14:39:40,14:40:06
33,42,2006-08-20,14:39:41,14:39:41
41,42,2006-08-20,14:39:41,14:39:41
15,20,2006-08-20,14:39:42,14:39:42
34,37,2006-08-20,14:39:43,14:39:43
34,42,2006-08-20,14:39:43,14:39:43
15,21,2006-08-20,14:39:44,14:39:55
32,41,2006-08-20,14:39:44,14:39:44
32,43,2006-08-20,14:39:44,14:39:44
45,48,2006-08-20,14:39:44,14:39:44
6,21,2006-08-20,14:39:44,14:39:44
32,33,2006-08-20,14:39:45,14:40:15
33,49,2006-08-20,14:39:45,14:39:45
22,32,2006-08-20,14:39:46,14:39:46
22,37,2006-08-20,14:39:46,14:39:46
22,43,2006-08-20,14:39:46,14:39:46
22,49,2006-08-20,14:39:46,14:39:46
48,51,2006-08-20,14:39:47,14:39:47
14,21,2006-08-20,14:39:48,14:39:59
27,43,2006-08-20,14:39:48,14:39:48
37,43,2006-08-20,14:39:48,14:39:48
42,43,2006-08-20,14:39:48,14:39:48
15,20,2006-08-20,14:39:49,14:39:49
20,31,2006-08-20,14:39:49,14:39:49
24,49,2006-08-20,14:39:50,14:39:50
32,41,2006-08-20,14:39:50,14:40:06
32,49,2006-08-20,14:39:50,14:39:50
33,41,2006-08-20,14:39:50,14:40:06
33,49,2006-08-20,14:39:50,14:39:50
34,41,2006-08-20,14:39:50,14:39:50
41,42,2006-08-20,14:39:50,14:39:50
45,48,2006-08-20,14:39:50,14:40:06
6,48,2006-08-20,14:39:50,14:39:50
15,56,2006-08-20,14:39:51,14:40:08
24,37,2006-08-20,14:39:51,14:39:51
36,50,2006-08-20,14:39:51,14:40:11
15,31,2006-08-20,14:39:53,14:39:55
6,31,2006-08-20,14:39:53,14:39:53
37,43,2006-08-20,14:39:55,14:39:55
6,15,2006-08-20,14:39:55,14:39:55
15,45,2006-08-20,14:39:56,14:39:56
33,42,2006-08-20,14:39:56,14:39:56
6,15,2006-08-20,14:39:56,14:39:56
6,21,2006-08-20,14:39:56,14:39:56
6,31,2006-08-20,14:39:56,14:39:56
6,48,2006-08-20,14:39:56,14:39:56
13,44,2006-08-20,14:39:58,14:39:58
24,27,2006-08-20,14:39:58,14:39:58
27,32,2006-08-20,14:39:58,14:40:11
27,42,2006-08-20,14:39:58,14:39:58
27,45,2006-08-20,14:39:58,14:39:58
39,44,2006-08-20,14:39:58,14:39:58
1,46,2006-08-20,14:40:00,14:40:00
22,32,2006-08-20,14:40:00,14:40:00
22,33,2006-08-20,14:40:00,14:40:00
24,32,2006-08-20,14:40:00,14:40:00
32,37,2006-08-20,14:40:00,14:40:00
33,49,2006-08-20,14:40:00,14:40:00
22,43,2006-08-20,14:40:02,14:40:02
32,43,2006-08-20,14:40:02,14:40:02
41,43,2006-08-20,14:40:02,14:40:02
43,49,2006-08-20,14:40:02,14:40:02
27,34,2006-08-20,14:40:03,14:40:19
4,34,2006-08-20,14:40:03,14:40:03
13,39,2006-08-20,14:40:04,14:40:04
27,43,2006-08-20,14:40:04,14:40:04
37,43,2006-08-20,14:40:04,14:40:04
39,44,2006-08-20,14:40:04,14:40:04
39,51,2006-08-20,14:40:04,14:40:04
20,56,2006-08-20,14:40:05,14:40:05
34,48,2006-08-20,14:40:06,14:40:09
41,43,2006-08-20,14:40:06,14:40:06
41,48,2006-08-20,14:40:06,14:40:06
42,49,2006-08-20,14:40:07,14:40:07
4,48,2006-08-20,14:40:07,14:40:07
4,49,2006-08-20,14:40:07,14:40:07
45,49,2006-08-20,14:40:07,14:40:07
13,29,2006-08-20,14:40:08,14:40:08
13,39,2006-08-20,14:40:08,14:40:08
14,56,2006-08-20,14:40:08,14:40:34
22,49,2006-08-20,14:40:09,14:40:32
32,48,2006-08-20,14:40:09,14:40:28
33,49,2006-08-20,14:40:09,14:40:09
37,48,2006-08-20,14:40:09,14:40:09
41,49,2006-08-20,14:40:09,14:40:09
42,48,2006-08-20,14:40:09,14:40:09
14,15,2006-08-20,14:40:10,14:40:10
22,24,2006-08-20,14:40:11,14:40:11
24,33,2006-08-20,14:40:11,14:40:11
24,41,2006-08-20,14:40:11,14:40:11
27,44,2006-08-20,14:40:11,14:40:37
30,46,2006-08-20,14:40:11,14:40:11
45,48,2006-08-20,14:40:11,14:40:11
32,42,2006-08-20,14:40:12,14:40:12
22,37,2006-08-20,14:40:13,14:40:13
32,37,2006-08-20,14:40:13,14:40:25
32,42,2006-08-20,14:40:13,14:40:30
33,41,2006-08-20,14:40:13,14:40:13
33,42,2006-08-20,14:40:13,14:40:13
33,45,2006-08-20,14:40:13,14:40:13
34,37,2006-08-20,14:40:13,14:40:13
34,42,2006-08-20,14:40:13,14:40:13
42,43,2006-08-20,14:40:13,14:40:30
42,49,2006-08-20,14:40:13,14:40:13
6,21,2006-08-20,14:40:13,14:40:13
13,29,2006-08-20,14:40:14,14:40:14
29,35,2006-08-20,14:40:14,14:40:23
29,39,2006-08-20,14:40:14,14:40:14
29,52,2006-08-20,14:40:14,14:40:14
14,15,2006-08-20,14:40:15,14:40:34
27,33,2006-08-20,14:40:15,14:40:15
33,48,2006-08-20,14:40:15,14:40:15
15,20,2006-08-20,14:40:16,14:40:25
20,31,2006-08-20,14:40:16,14:40:35
29,39,2006-08-20,14:40:17,14:40:17
4,34,2006-08-20,14:40:18,14:40:18
4,44,2006-08-20,14:40:18,14:40:18
22,32,2006-08-20,14:40:19,14:40:19
22,37,2006-08-20,14:40:19,14:40:30
22,45,2006-08-20,14:40:19,14:40:19
22,48,2006-08-20,14:40:19,14:40:19
30,50,2006-08-20,14:40:19,14:40:19
32,34,2006-08-20,14:40:19,14:40:19
36,50,2006-08-20,14:40:19,14:40:31
22,34,2006-08-20,14:40:20,14:40:20
27,41,2006-08-20,14:40:20,14:40:20
34,37,2006-08-20,14:40:20,14:40:20
34,49,2006-08-20,14:40:20,14:40:20
40,46,2006-08-20,14:40:20,14:41:04
41,42,2006-08-20,14:40:20,14:40:20
41,45,2006-08-20,14:40:20,14:40:20
41,48,2006-08-20,14:40:20,14:40:20
4,49,2006-08-20,14:40:20,14:40:20
32,43,2006-08-20,14:40:21,14:40:41
33,43,2006-08-20,14:40:21,14:40:21
43,45,2006-08-20,14:40:21,14:40:21
43,49,2006-08-20,14:40:21,14:40:37
15,35,2006-08-20,14:40:23,14:40:23
27,34,2006-08-20,14:40:23,14:40:23
34,42,2006-08-20,14:40:23,14:40:23
34,45,2006-08-20,14:40:23,14:40:23
34,48,2006-08-20,14:40:23,14:40:23
6,35,2006-08-20,14:40:23,14:40:23
21,29,2006-08-20,14:40:24,14:40:24
24,27,2006-08-20,14:40:24,14:40:24
24,45,2006-08-20,14:40:24,14:40:24
24,48,2006-08-20,14:40:24,14:40:28
1,50,2006-08-20,14:40:25,14:40:25
15,32,2006-08-20,14:40:25,14:40:25
